obs_start,obs_end,length,iteration,distribution
5575146,5575146,1,21,geom3
38131,38131,1,21,geom3
6694775,6694775,1,21,geom3
4355267,4355267,1,21,geom3
4215732,4215732,1,21,geom3
8466156,8466194,39,21,geom3
3712863,3712863,1,21,geom3
1317409,1317409,1,21,geom3
2320314,2320314,1,21,geom3
1799591,1799591,1,21,geom3
3815614,3815614,1,21,geom3
2243271,2243271,1,21,geom3
1898127,1898127,1,21,geom3
7743806,7743814,9,21,geom3
3925975,3926042,68,21,geom3
3027834,3027834,1,21,geom3
704951,704951,1,21,geom3
2751758,2751758,1,21,geom3
1832790,1832790,1,21,geom3
8395585,8395585,1,21,geom3
9787992,9787992,1,21,geom3
3900121,3900121,1,21,geom3
7723912,7723912,1,21,geom3
7781014,7781014,1,21,geom3
1206772,1206772,1,21,geom3
9343878,9343878,1,21,geom3
2226346,2226346,1,21,geom3
9241470,9241470,1,21,geom3
7133842,7133842,1,21,geom3
1010448,1010448,1,21,geom3
8779125,8779125,1,21,geom3
7771699,7771699,1,21,geom3
365332,365332,1,21,geom3
2220343,2220343,1,21,geom3
8365792,8365792,1,21,geom3
6162068,6162068,1,21,geom3
4206646,4206646,1,21,geom3
3753219,3753219,1,21,geom3
342654,342654,1,21,geom3
3581296,3581296,1,21,geom3
9555868,9555868,1,21,geom3
7727832,7727832,1,21,geom3
3611564,3611564,1,21,geom3
1004922,1004922,1,21,geom3
9576933,9576933,1,21,geom3
3157423,3157423,1,21,geom3
3142673,3142673,1,21,geom3
8904853,8904853,1,21,geom3
4286129,4286129,1,21,geom3
2638573,2638573,1,21,geom3
9838666,9838666,1,21,geom3
3387391,3387391,1,21,geom3
284494,284494,1,21,geom3
2040218,2040218,1,21,geom3
5391091,5391091,1,21,geom3
182546,182546,1,21,geom3
2822329,2822329,1,21,geom3
6816713,6816713,1,21,geom3
3851772,3851772,1,21,geom3
9896747,9896758,12,21,geom3
6015546,6015546,1,21,geom3
6595216,6595216,1,21,geom3
204534,204534,1,21,geom3
283736,283736,1,21,geom3
9443270,9443270,1,21,geom3
5116734,5116734,1,21,geom3
5135114,5135114,1,21,geom3
8790073,8790073,1,21,geom3
2069816,2069816,1,21,geom3
5833641,5833641,1,21,geom3
3850205,3850205,1,21,geom3
1404726,1404726,1,21,geom3
849341,849445,105,21,geom3
3425288,3425288,1,21,geom3
7140227,7140227,1,21,geom3
6423459,6423459,1,21,geom3
7711155,7711155,1,21,geom3
2284006,2284006,1,21,geom3
3123516,3123516,1,21,geom3
6307566,6307566,1,21,geom3
7032931,7032931,1,21,geom3
1339045,1339045,1,21,geom3
9281924,9281924,1,21,geom3
6266601,6266641,41,21,geom3
5652008,5652008,1,21,geom3
1505649,1505649,1,21,geom3
4898032,4898032,1,21,geom3
3908936,3908936,1,21,geom3
3026530,3026530,1,21,geom3
602592,602592,1,21,geom3
6379712,6379712,1,21,geom3
3776212,3776212,1,21,geom3
8590609,8590609,1,21,geom3
2233803,2233803,1,21,geom3
4764261,4764261,1,21,geom3
189186,189186,1,21,geom3
7503919,7503919,1,21,geom3
126917,126917,1,21,geom3
3406836,3406836,1,21,geom3
736118,736118,1,21,geom3
4351283,4351283,1,21,geom3
7736791,7736791,1,21,geom3
5522177,5522177,1,21,geom3
8794965,8794965,1,21,geom3
5516620,5516620,1,21,geom3
7905668,7905668,1,21,geom3
4084196,4084196,1,21,geom3
3681790,3681790,1,21,geom3
833765,833765,1,21,geom3
688032,688032,1,21,geom3
6021323,6021323,1,21,geom3
1597721,1597721,1,21,geom3
9268407,9268407,1,21,geom3
2350309,2350309,1,21,geom3
6706527,6706527,1,21,geom3
6745318,6745318,1,21,geom3
3837442,3837442,1,21,geom3
2449899,2449899,1,21,geom3
258483,258483,1,21,geom3
2685493,2685493,1,21,geom3
6114718,6114718,1,21,geom3
6544720,6544720,1,21,geom3
7211303,7211303,1,21,geom3
5305585,5305585,1,21,geom3
4134049,4134049,1,21,geom3
138862,138862,1,21,geom3
4303343,4303343,1,21,geom3
8986870,8986870,1,21,geom3
8760547,8760547,1,21,geom3
8353394,8353394,1,21,geom3
5319018,5319018,1,21,geom3
8724227,8724227,1,21,geom3
9707936,9707936,1,21,geom3
514175,514175,1,21,geom3
9275868,9275868,1,21,geom3
6821174,6821174,1,21,geom3
9350952,9350952,1,21,geom3
8360910,8360910,1,21,geom3
4949595,4949595,1,21,geom3
3448817,3448817,1,21,geom3
5374094,5374094,1,21,geom3
2261014,2261025,12,21,geom3
3863553,3863553,1,21,geom3
4876811,4876811,1,21,geom3
8002112,8002112,1,21,geom3
3766027,3766027,1,21,geom3
4328970,4328970,1,21,geom3
133412,133412,1,21,geom3
8367156,8367156,1,21,geom3
1440212,1440212,1,21,geom3
7313988,7313988,1,21,geom3
7785513,7785513,1,21,geom3
2724466,2724466,1,21,geom3
2121586,2121586,1,21,geom3
1677312,1677312,1,21,geom3
4398791,4398791,1,21,geom3
130831,130831,1,21,geom3
125872,125872,1,21,geom3
4133791,4133791,1,21,geom3
2461826,2461826,1,21,geom3
3034913,3034913,1,21,geom3
3310934,3310934,1,21,geom3
5578710,5578710,1,21,geom3
2435379,2435379,1,21,geom3
6349638,6349638,1,21,geom3
4092443,4092443,1,21,geom3
3222131,3222131,1,21,geom3
928401,928401,1,21,geom3
640862,640862,1,21,geom3
8769318,8769318,1,21,geom3
9552308,9552308,1,21,geom3
4961211,4961211,1,21,geom3
5862917,5862917,1,21,geom3
7014038,7014038,1,21,geom3
1453605,1453605,1,21,geom3
9140330,9140330,1,21,geom3
4803244,4803244,1,21,geom3
7627854,7627854,1,21,geom3
599785,599785,1,21,geom3
1742395,1742502,108,21,geom3
9496560,9496560,1,21,geom3
8890074,8890074,1,21,geom3
8088390,8088390,1,21,geom3
8655631,8655631,1,21,geom3
9097916,9097921,6,21,geom3
8532893,8532893,1,21,geom3
9811593,9811593,1,21,geom3
9882840,9882840,1,21,geom3
9466994,9466994,1,21,geom3
2456183,2456183,1,21,geom3
1484886,1484886,1,21,geom3
6215169,6215169,1,21,geom3
6062334,6062334,1,21,geom3
2817059,2817059,1,21,geom3
9056338,9056338,1,21,geom3
8941251,8941251,1,21,geom3
4907148,4907148,1,21,geom3
3333891,3333891,1,21,geom3
4143646,4143646,1,21,geom3
6880268,6880268,1,21,geom3
8778207,8778207,1,21,geom3
96333,96333,1,21,geom3
651423,651423,1,21,geom3
6546297,6546310,14,21,geom3
8333738,8333738,1,21,geom3
56698,56698,1,21,geom3
7287798,7287798,1,21,geom3
5326560,5326560,1,21,geom3
9829287,9829287,1,21,geom3
4754860,4754860,1,21,geom3
8285328,8285328,1,21,geom3
6606540,6606540,1,21,geom3
2820382,2820382,1,21,geom3
3640385,3640385,1,21,geom3
4917941,4917941,1,21,geom3
6471473,6471473,1,21,geom3
7084342,7084342,1,21,geom3
8199576,8199576,1,21,geom3
1153447,1153574,128,21,geom3
2443783,2443783,1,21,geom3
9811930,9811930,1,21,geom3
3000857,3000857,1,21,geom3
3794294,3794294,1,21,geom3
7884167,7884167,1,21,geom3
174273,174273,1,21,geom3
8096961,8096961,1,21,geom3
1801461,1801461,1,21,geom3
8322405,8322405,1,21,geom3
3739175,3739175,1,21,geom3
6601603,6601603,1,21,geom3
5070704,5070704,1,21,geom3
4059296,4059296,1,21,geom3
9959960,9960038,79,21,geom3
1033712,1033712,1,21,geom3
7503597,7503597,1,21,geom3
3809158,3809158,1,21,geom3
2822766,2822766,1,21,geom3
1852278,1852278,1,21,geom3
2936150,2936150,1,21,geom3
5739301,5739301,1,21,geom3
9247015,9247156,142,21,geom3
5182620,5182620,1,21,geom3
6452995,6452995,1,21,geom3
8129872,8129872,1,21,geom3
1198081,1198081,1,21,geom3
1871922,1871922,1,21,geom3
5016333,5016333,1,21,geom3
1695010,1695010,1,21,geom3
8704519,8704519,1,21,geom3
4542818,4542818,1,21,geom3
3217875,3217875,1,21,geom3
3186361,3186361,1,21,geom3
7989387,7989387,1,21,geom3
2404845,2404911,67,21,geom3
4409577,4409577,1,21,geom3
7974494,7974494,1,21,geom3
4929491,4929491,1,21,geom3
2361832,2361832,1,21,geom3
9343425,9343425,1,21,geom3
9817288,9817288,1,21,geom3
1077042,1077042,1,21,geom3
8258000,8258000,1,21,geom3
6619451,6619451,1,21,geom3
6889038,6889038,1,21,geom3
2194134,2194134,1,21,geom3
1514174,1514174,1,21,geom3
5833641,5833641,1,21,geom3
1712118,1712118,1,21,geom3
8288705,8288705,1,21,geom3
4966298,4966298,1,21,geom3
2778870,2778870,1,21,geom3
5722144,5722144,1,21,geom3
6624094,6624094,1,21,geom3
8282156,8282156,1,21,geom3
2646405,2646405,1,21,geom3
3719088,3719088,1,21,geom3
940756,940756,1,21,geom3
8656781,8656781,1,21,geom3
9348788,9348788,1,21,geom3
3398020,3398020,1,21,geom3
8338424,8338424,1,21,geom3
4786014,4786014,1,21,geom3
2650836,2650836,1,21,geom3
7571766,7571766,1,21,geom3
9973379,9973379,1,21,geom3
1760735,1760735,1,21,geom3
6710329,6710329,1,21,geom3
2963738,2963738,1,21,geom3
9967017,9967017,1,21,geom3
3879347,3879347,1,21,geom3
8227526,8227526,1,21,geom3
3423905,3423905,1,21,geom3
6025315,6025315,1,21,geom3
4748080,4748080,1,21,geom3
2439249,2439249,1,21,geom3
6768001,6768001,1,21,geom3
4340922,4340922,1,21,geom3
6966104,6966104,1,21,geom3
3531091,3531091,1,21,geom3
3301717,3301717,1,21,geom3
6958059,6958059,1,21,geom3
6894388,6894388,1,21,geom3
5056267,5056267,1,21,geom3
5682977,5682977,1,21,geom3
5556245,5556245,1,21,geom3
3434848,3434848,1,21,geom3
1816599,1816599,1,21,geom3
4135078,4135078,1,21,geom3
1734520,1734520,1,21,geom3
4496259,4496355,97,21,geom3
6257800,6257800,1,21,geom3
417382,417382,1,21,geom3
3562874,3562874,1,21,geom3
3719495,3719495,1,21,geom3
7701266,7701266,1,21,geom3
166995,166995,1,21,geom3
7100362,7100362,1,21,geom3
2670378,2670378,1,21,geom3
5549615,5549778,164,21,geom3
3871506,3871506,1,21,geom3
7929177,7929177,1,21,geom3
7556427,7556427,1,21,geom3
7976740,7976740,1,21,geom3
4059649,4059649,1,21,geom3
7243324,7243324,1,21,geom3
5765658,5765658,1,21,geom3
3689540,3689540,1,21,geom3
6199263,6199263,1,21,geom3
7099519,7099519,1,21,geom3
2997040,2997040,1,21,geom3
3322452,3322452,1,21,geom3
9323761,9323761,1,21,geom3
2599844,2599844,1,21,geom3
2651592,2651592,1,21,geom3
6516765,6516765,1,21,geom3
2506326,2506326,1,21,geom3
2962561,2962561,1,21,geom3
9249862,9249862,1,21,geom3
9599728,9599728,1,21,geom3
6867817,6867817,1,21,geom3
6747034,6747034,1,21,geom3
9485209,9485209,1,21,geom3
434664,434664,1,21,geom3
2785156,2785156,1,21,geom3
5239162,5239162,1,21,geom3
3098378,3098378,1,21,geom3
1781603,1781603,1,21,geom3
9153812,9153812,1,21,geom3
1567204,1567204,1,21,geom3
331422,331422,1,21,geom3
5611983,5611983,1,21,geom3
4967339,4967339,1,21,geom3
3845429,3845438,10,21,geom3
6717855,6717855,1,21,geom3
2659891,2659891,1,21,geom3
7963035,7963035,1,21,geom3
6615899,6615899,1,21,geom3
1842888,1842888,1,21,geom3
7409279,7409279,1,21,geom3
6506074,6506074,1,21,geom3
8904813,8904813,1,21,geom3
6745111,6745111,1,21,geom3
4347136,4347136,1,21,geom3
9165286,9165286,1,21,geom3
7248781,7248781,1,21,geom3
4463672,4463672,1,21,geom3
5892140,5892140,1,21,geom3
2673636,2673636,1,21,geom3
6544281,6544281,1,21,geom3
8322506,8322506,1,21,geom3
6172981,6172981,1,21,geom3
3648772,3648772,1,21,geom3
9455538,9455538,1,21,geom3
6356814,6356814,1,21,geom3
7381449,7381449,1,21,geom3
9781495,9781495,1,21,geom3
7706900,7706915,16,21,geom3
5673825,5673825,1,21,geom3
2452581,2452581,1,21,geom3
7020385,7020385,1,21,geom3
6439784,6439784,1,21,geom3
4410146,4410146,1,21,geom3
3005698,3005937,240,21,geom3
7306038,7306038,1,21,geom3
6566653,6566653,1,21,geom3
6252161,6252161,1,21,geom3
2225930,2225995,66,21,geom3
2679459,2679459,1,21,geom3
61486,61486,1,21,geom3
132901,132901,1,21,geom3
8102307,8102307,1,21,geom3
9691097,9691097,1,21,geom3
7266053,7266053,1,21,geom3
4926725,4926725,1,21,geom3
6311928,6311928,1,21,geom3
6355519,6355519,1,21,geom3
5054096,5054096,1,21,geom3
1506810,1506810,1,21,geom3
6304611,6304611,1,21,geom3
2667578,2667578,1,21,geom3
4034607,4034607,1,21,geom3
3858370,3858420,51,21,geom3
4323529,4323529,1,21,geom3
749739,749739,1,21,geom3
3960749,3960780,32,21,geom3
6593415,6593415,1,21,geom3
3211413,3211413,1,21,geom3
1504460,1504460,1,21,geom3
5635682,5635682,1,21,geom3
9928096,9928096,1,21,geom3
928401,928401,1,21,geom3
3522267,3522267,1,21,geom3
8108444,8108444,1,21,geom3
339111,339111,1,21,geom3
7237520,7237520,1,21,geom3
7718059,7718059,1,21,geom3
2945678,2945678,1,21,geom3
196808,196843,36,21,geom3
6072851,6072851,1,21,geom3
3290057,3290057,1,21,geom3
8288705,8288705,1,21,geom3
9888575,9888575,1,21,geom3
977339,977339,1,21,geom3
6239838,6239838,1,21,geom3
8240548,8240548,1,21,geom3
9997566,9997566,1,21,geom3
6934929,6934929,1,21,geom3
5367239,5367239,1,21,geom3
9346888,9346888,1,21,geom3
2188869,2188869,1,21,geom3
1775230,1775230,1,21,geom3
1441601,1441601,1,21,geom3
5856860,5856860,1,21,geom3
9395600,9395602,3,21,geom3
3112960,3112960,1,21,geom3
69483,69483,1,21,geom3
423837,423837,1,21,geom3
5520807,5520807,1,21,geom3
1601679,1601679,1,21,geom3
5990198,5990198,1,21,geom3
5111329,5111329,1,21,geom3
8660736,8660736,1,21,geom3
1895491,1895491,1,21,geom3
5927293,5927293,1,21,geom3
8145021,8145021,1,21,geom3
3930898,3930898,1,21,geom3
2623004,2623004,1,21,geom3
8778422,8778422,1,21,geom3
6982851,6982851,1,21,geom3
6448324,6448324,1,21,geom3
5843411,5843411,1,21,geom3
1801089,1801089,1,21,geom3
4553102,4553102,1,21,geom3
2432292,2432292,1,21,geom3
1382173,1382173,1,21,geom3
7799709,7799709,1,21,geom3
3342551,3342551,1,21,geom3
9088449,9088449,1,21,geom3
5939925,5939925,1,21,geom3
5955154,5955154,1,21,geom3
7380599,7380599,1,21,geom3
6837583,6837583,1,21,geom3
7890299,7890317,19,21,geom3
7802268,7802268,1,21,geom3
483734,483734,1,21,geom3
5018482,5018482,1,21,geom3
164254,164254,1,21,geom3
8284277,8284277,1,21,geom3
7933602,7933602,1,21,geom3
6287760,6287760,1,21,geom3
2115608,2115608,1,21,geom3
5602566,5602566,1,21,geom3
1605518,1605518,1,21,geom3
7846749,7846749,1,21,geom3
7024116,7024116,1,21,geom3
5447678,5447678,1,21,geom3
9926515,9926515,1,21,geom3
5504427,5504427,1,21,geom3
8092943,8092943,1,21,geom3
6117157,6117157,1,21,geom3
5817091,5817091,1,21,geom3
7545255,7545255,1,21,geom3
8648978,8648978,1,21,geom3
2940402,2940402,1,21,geom3
3741832,3741832,1,21,geom3
5343449,5343449,1,21,geom3
4575595,4575595,1,21,geom3
3549224,3549224,1,21,geom3
7719287,7719287,1,21,geom3
7073182,7073182,1,21,geom3
8050918,8050918,1,21,geom3
8084718,8084718,1,21,geom3
6524064,6524064,1,21,geom3
410469,410469,1,21,geom3
1867665,1867665,1,21,geom3
3319463,3319463,1,21,geom3
5633470,5633470,1,21,geom3
5318440,5318440,1,21,geom3
7348382,7348382,1,21,geom3
9518561,9518561,1,21,geom3
5650257,5650257,1,21,geom3
3320289,3320354,66,21,geom3
3377736,3377736,1,21,geom3
7200283,7200283,1,21,geom3
8735064,8735093,30,21,geom3
7231312,7231312,1,21,geom3
3113386,3113472,87,21,geom3
9679068,9679113,46,21,geom3
7838415,7838415,1,21,geom3
6702939,6702939,1,21,geom3
967638,967638,1,21,geom3
9671881,9671881,1,21,geom3
6735741,6735741,1,21,geom3
9879722,9879722,1,21,geom3
166421,166421,1,21,geom3
2492001,2492001,1,21,geom3
2948424,2948424,1,21,geom3
639515,639515,1,21,geom3
4330679,4330684,6,21,geom3
4227872,4227872,1,21,geom3
5081736,5081736,1,21,geom3
920104,920104,1,21,geom3
1595528,1595528,1,21,geom3
2004042,2004042,1,21,geom3
3424996,3424996,1,21,geom3
2891580,2891582,3,21,geom3
3495621,3495621,1,21,geom3
1605518,1605518,1,21,geom3
4801997,4801997,1,21,geom3
4757604,4757604,1,21,geom3
2968628,2968628,1,21,geom3
5420098,5420098,1,21,geom3
1007921,1007921,1,21,geom3
7944527,7944527,1,21,geom3
8960641,8960641,1,21,geom3
2020179,2020179,1,21,geom3
1197803,1197803,1,21,geom3
6558288,6558288,1,21,geom3
5663014,5663014,1,21,geom3
8356117,8356117,1,21,geom3
8976884,8976884,1,21,geom3
2362132,2362132,1,21,geom3
1192317,1192317,1,21,geom3
4200457,4200457,1,21,geom3
2682990,2682990,1,21,geom3
4200370,4200370,1,21,geom3
2132116,2132116,1,21,geom3
155837,155837,1,21,geom3
6398454,6398454,1,21,geom3
8722443,8722443,1,21,geom3
8157096,8157096,1,21,geom3
4814611,4814611,1,21,geom3
9809728,9809728,1,21,geom3
9319087,9319087,1,21,geom3
2459,2459,1,21,geom3
2662615,2662618,4,21,geom3
6388179,6388179,1,21,geom3
9974404,9974404,1,21,geom3
2978282,2978282,1,21,geom3
2765580,2765580,1,21,geom3
2473591,2473591,1,21,geom3
2299872,2299872,1,21,geom3
1385898,1385898,1,21,geom3
2312407,2312407,1,21,geom3
9491441,9491441,1,21,geom3
5828865,5828890,26,21,geom3
6439784,6439784,1,21,geom3
4058319,4058319,1,21,geom3
3843425,3843425,1,21,geom3
9000919,9000919,1,21,geom3
9613612,9613612,1,21,geom3
475775,475775,1,21,geom3
7942177,7942177,1,21,geom3
6951289,6951289,1,21,geom3
2559711,2559711,1,21,geom3
4610185,4610185,1,21,geom3
3586076,3586173,98,21,geom3
3260947,3260947,1,21,geom3
1526141,1526141,1,21,geom3
3686798,3686798,1,21,geom3
1774257,1774257,1,21,geom3
338042,338042,1,21,geom3
9536884,9536884,1,21,geom3
6136573,6136573,1,21,geom3
8093519,8093519,1,21,geom3
6248879,6248879,1,21,geom3
3054120,3054120,1,21,geom3
9427752,9427752,1,21,geom3
7166714,7166714,1,21,geom3
3719618,3719618,1,21,geom3
3662530,3662530,1,21,geom3
9422215,9422215,1,21,geom3
2402810,2402810,1,21,geom3
9862824,9862824,1,21,geom3
7459619,7459619,1,21,geom3
3531943,3531943,1,21,geom3
1392987,1392987,1,21,geom3
402457,402457,1,21,geom3
9288593,9288593,1,21,geom3
8798981,8798981,1,21,geom3
6923032,6923032,1,21,geom3
4185452,4185601,150,21,geom3
45675,45675,1,21,geom3
3858370,3858420,51,21,geom3
8957452,8957452,1,21,geom3
9743823,9743823,1,21,geom3
2803272,2803272,1,21,geom3
9473326,9473326,1,21,geom3
7489287,7489287,1,21,geom3
3027218,3027218,1,21,geom3
8558539,8558539,1,21,geom3
6287928,6287928,1,21,geom3
5289569,5289569,1,21,geom3
6217227,6217227,1,21,geom3
388138,388138,1,21,geom3
9395600,9395602,3,21,geom3
2392455,2392455,1,21,geom3
2824229,2824229,1,21,geom3
6537305,6537305,1,21,geom3
5577468,5577468,1,21,geom3
1390239,1390239,1,21,geom3
781694,781793,100,21,geom3
787711,787711,1,21,geom3
3017432,3017432,1,21,geom3
8479597,8479597,1,21,geom3
2924228,2924228,1,21,geom3
833765,833765,1,21,geom3
444273,444273,1,21,geom3
3849278,3849278,1,21,geom3
3010041,3010041,1,21,geom3
397609,397609,1,21,geom3
7379870,7379870,1,21,geom3
3811669,3811809,141,21,geom3
6109954,6109954,1,21,geom3
6150543,6150543,1,21,geom3
1734520,1734520,1,21,geom3
5275589,5275589,1,21,geom3
5566773,5566773,1,21,geom3
1075894,1075894,1,21,geom3
8616902,8616980,79,21,geom3
9016959,9016959,1,21,geom3
188621,188621,1,21,geom3
5911342,5911342,1,21,geom3
966791,966791,1,21,geom3
8373022,8373022,1,21,geom3
248979,248979,1,21,geom3
5568640,5568640,1,21,geom3
3164079,3164079,1,21,geom3
3886736,3886736,1,21,geom3
7448663,7448663,1,21,geom3
3400542,3400542,1,21,geom3
6998244,6998244,1,21,geom3
275242,275242,1,21,geom3
5825535,5825535,1,21,geom3
8672946,8672946,1,21,geom3
7345391,7345391,1,21,geom3
9353700,9353700,1,21,geom3
4570472,4570472,1,21,geom3
2028283,2028283,1,21,geom3
751308,751308,1,21,geom3
2547133,2547133,1,21,geom3
2009711,2009711,1,21,geom3
8376066,8376066,1,21,geom3
5190049,5190049,1,21,geom3
8289524,8289524,1,21,geom3
8656781,8656781,1,21,geom3
3055086,3055086,1,21,geom3
34188,34188,1,21,geom3
188074,188074,1,21,geom3
2789191,2789191,1,21,geom3
644756,644756,1,21,geom3
5382434,5382434,1,21,geom3
9684614,9684614,1,21,geom3
1571446,1571446,1,21,geom3
5179222,5179222,1,21,geom3
5619350,5619350,1,21,geom3
3159018,3159018,1,21,geom3
3229735,3229735,1,21,geom3
4994647,4994647,1,21,geom3
2373940,2373940,1,21,geom3
2415869,2415869,1,21,geom3
8930129,8930129,1,21,geom3
3843832,3843832,1,21,geom3
4672874,4672874,1,21,geom3
3251259,3251259,1,21,geom3
8180733,8180733,1,21,geom3
3858537,3858537,1,21,geom3
4419480,4419480,1,21,geom3
7464865,7464865,1,21,geom3
3140908,3140908,1,21,geom3
8881348,8881348,1,21,geom3
9451186,9451186,1,21,geom3
5180293,5180293,1,21,geom3
8660736,8660736,1,21,geom3
3433660,3433660,1,21,geom3
8598790,8598790,1,21,geom3
3586832,3586832,1,21,geom3
7429926,7429926,1,21,geom3
89954,89983,30,21,geom3
2266479,2266479,1,21,geom3
3840578,3840578,1,21,geom3
2607649,2607649,1,21,geom3
6522124,6522124,1,21,geom3
6692125,6692125,1,21,geom3
8145021,8145021,1,21,geom3
2633093,2633093,1,21,geom3
7238541,7238541,1,21,geom3
3804424,3804424,1,21,geom3
5445160,5445160,1,21,geom3
98937,98937,1,21,geom3
5739301,5739301,1,21,geom3
3709281,3709281,1,21,geom3
5174103,5174103,1,21,geom3
4554224,4554224,1,21,geom3
1982982,1982982,1,21,geom3
2068020,2068020,1,21,geom3
9980026,9980026,1,21,geom3
3915615,3915615,1,21,geom3
3934931,3934931,1,21,geom3
9976366,9976366,1,21,geom3
9752062,9752062,1,21,geom3
8362507,8362507,1,21,geom3
1398174,1398174,1,21,geom3
1197574,1197574,1,21,geom3
3913315,3913315,1,21,geom3
9638532,9638532,1,21,geom3
7126608,7126608,1,21,geom3
8262942,8263023,82,21,geom3
539351,539351,1,21,geom3
7527200,7527200,1,21,geom3
7322052,7322052,1,21,geom3
1140174,1140174,1,21,geom3
6099218,6099218,1,21,geom3
5137248,5137248,1,21,geom3
1971189,1971189,1,21,geom3
8587225,8587273,49,21,geom3
8322405,8322405,1,21,geom3
4267017,4267017,1,21,geom3
5129218,5129218,1,21,geom3
6413245,6413245,1,21,geom3
9117313,9117313,1,21,geom3
149513,149513,1,21,geom3
6941760,6941760,1,21,geom3
2291906,2291906,1,21,geom3
8488877,8488877,1,21,geom3
8986054,8986088,35,21,geom3
8443684,8443684,1,21,geom3
9281338,9281338,1,21,geom3
9604471,9604471,1,21,geom3
8888273,8888273,1,21,geom3
1432689,1432689,1,21,geom3
8705414,8705414,1,21,geom3
9178715,9178715,1,21,geom3
4817747,4817747,1,21,geom3
39608,39608,1,21,geom3
6580979,6580979,1,21,geom3
48576,48576,1,21,geom3
6366536,6366536,1,21,geom3
9092948,9092948,1,21,geom3
9814987,9814987,1,21,geom3
6432506,6432506,1,21,geom3
525467,525467,1,21,geom3
6564617,6564617,1,21,geom3
323413,323413,1,21,geom3
9099763,9099763,1,21,geom3
1286827,1286827,1,21,geom3
5820677,5820677,1,21,geom3
1994881,1994881,1,21,geom3
9232787,9232787,1,21,geom3
3689540,3689540,1,21,geom3
7808640,7808640,1,21,geom3
203275,203275,1,21,geom3
7975275,7975275,1,21,geom3
3741710,3741710,1,21,geom3
1563099,1563099,1,21,geom3
7962588,7962588,1,21,geom3
7704901,7704901,1,21,geom3
6550064,6550064,1,21,geom3
129162,129162,1,21,geom3
8157096,8157096,1,21,geom3
9993225,9993225,1,21,geom3
7161953,7161953,1,21,geom3
8936386,8936386,1,21,geom3
4662273,4662273,1,21,geom3
6593254,6593254,1,21,geom3
9729069,9729069,1,21,geom3
7872744,7872744,1,21,geom3
9308209,9308209,1,21,geom3
6608974,6608974,1,21,geom3
4952234,4952234,1,21,geom3
1947287,1947287,1,21,geom3
6781651,6781651,1,21,geom3
2689344,2689344,1,21,geom3
4466710,4466710,1,21,geom3
2015186,2015186,1,21,geom3
9131131,9131131,1,21,geom3
3552101,3552101,1,21,geom3
9633687,9633687,1,21,geom3
9873745,9873745,1,21,geom3
6302662,6302662,1,21,geom3
4238029,4238029,1,21,geom3
8693412,8693412,1,21,geom3
8504800,8504800,1,21,geom3
5726352,5726352,1,21,geom3
7253284,7253284,1,21,geom3
3607053,3607053,1,21,geom3
8917504,8917504,1,21,geom3
9613446,9613446,1,21,geom3
5124549,5124549,1,21,geom3
9558658,9558658,1,21,geom3
4303343,4303343,1,21,geom3
3117560,3117560,1,21,geom3
9274056,9274056,1,21,geom3
1403610,1403610,1,21,geom3
8171224,8171224,1,21,geom3
2654376,2654376,1,21,geom3
5577405,5577468,64,21,geom3
1578743,1578743,1,21,geom3
1876882,1876882,1,21,geom3
9142626,9142647,22,21,geom3
8940348,8940348,1,21,geom3
8314142,8314142,1,21,geom3
2997436,2997436,1,21,geom3
3766027,3766027,1,21,geom3
3228676,3228676,1,21,geom3
638234,638234,1,21,geom3
9959960,9959960,1,21,geom3
9376121,9376121,1,21,geom3
8022117,8022117,1,21,geom3
3155178,3155178,1,21,geom3
4391401,4391462,62,21,geom3
578610,578610,1,21,geom3
1936109,1936109,1,21,geom3
2500234,2500234,1,21,geom3
5235070,5235070,1,21,geom3
6905769,6905769,1,21,geom3
7682267,7682267,1,21,geom3
7911748,7911748,1,21,geom3
7664262,7664262,1,21,geom3
1835095,1835095,1,21,geom3
1694231,1694231,1,21,geom3
3549224,3549224,1,21,geom3
3254860,3254860,1,21,geom3
4909906,4909906,1,21,geom3
4832279,4832279,1,21,geom3
9260734,9260734,1,21,geom3
5806714,5806714,1,21,geom3
2048451,2048451,1,21,geom3
3666985,3666985,1,21,geom3
5939925,5939925,1,21,geom3
7846749,7846749,1,21,geom3
5542406,5542406,1,21,geom3
9394603,9394603,1,21,geom3
8198318,8198318,1,21,geom3
3127590,3127590,1,21,geom3
1763500,1763500,1,21,geom3
7770384,7770384,1,21,geom3
6252460,6252460,1,21,geom3
7091292,7091292,1,21,geom3
2087997,2087997,1,21,geom3
3409489,3409489,1,21,geom3
8272571,8272571,1,21,geom3
8428048,8428048,1,21,geom3
490018,490018,1,21,geom3
6456501,6456501,1,21,geom3
2442704,2442704,1,21,geom3
20776,20776,1,21,geom3
7097471,7097471,1,21,geom3
7133215,7133215,1,21,geom3
1863652,1863652,1,21,geom3
8912110,8912110,1,21,geom3
2462092,2462092,1,21,geom3
4059440,4059440,1,21,geom3
7717706,7717706,1,21,geom3
6548007,6548007,1,21,geom3
9074494,9074494,1,21,geom3
473045,473045,1,21,geom3
5973147,5973147,1,21,geom3
6003879,6003879,1,21,geom3
6564536,6564536,1,21,geom3
6037600,6037600,1,21,geom3
6571111,6571111,1,21,geom3
9082263,9082263,1,21,geom3
6114718,6114718,1,21,geom3
